Phrase_ID	YUA	ES	Communicative_Context
YUAES0006304	Leti'e' jach kóom u k'aaba' u kaajal	El nombre de su pueblo es muy corto	COMMC0014
YUAES0006305	To'one' jach kóom u k'aaba' k kaajal	El nombre de nuestro pueblo es muy corto	COMMC0014
YUAES0006306	To'one' jach kóom u k'aaba' in kaajalo'on	El nombre de nuestro pueblo es muy corto	COMMC0014
YUAES0006307	Te'exe' jach kóom u k'aaba' a kaajale'ex	El nombre de su pueblo de ustedes es muy corto	COMMC0014
YUAES0006308	Leti'obe' jach kóom u k'aaba' u kaajalo'ob	El nombre de su pueblo de ellos es muy corto	COMMC0014
YUAES0006309	Ka'ap'éel u k'aaba' in kaajal	Son dos los nombres de mi pueblo	COMMC0014
YUAES0006310	Ka'ap'éel u k'aaba' a kaajal	Son dos los nombres de tu pueblo	COMMC0014
YUAES0006311	Ka'ap'éel u k'aaba' u kaajal	Son dos los nombres de su pueblo	COMMC0014
YUAES0006312	Ka'ap'éel u k'aaba' k kaajal	Son dos los nombres de nuestro pueblo	COMMC0014
YUAES0006313	Ka'a'p'éel u k'aaba' in kaajalo'on	Son dos los nombres de nuestro pueblo	COMMC0014
YUAES0006314	Ka'ap'éel u k'aaba' a kaajale'ex	Son dos los nombres de su pueblo de ustedes	COMMC0014
YUAES0006315	Ka'ap'éel u k'aaba' u kaajalo'ob	Son dos los nombres de su pueblo de ellos	COMMC0014
YUAES0006316	Chéen ka'ap'éel u k'aaba' in kaajal	Solo dos nombres tiene mi pueblo	COMMC0014
YUAES0006317	Chéen ka'ap'éel u k'aaba' a kaajal	Solo dos nombres tiene tu pueblo	COMMC0014
YUAES0006318	Chéen ka'ap'éel u k'aaba' u kaajal	Solo dos nombres tiene su pueblo	COMMC0014
YUAES0006319	Chéen ka'ap'éel u k'aaba' k kaajal	Solo dos nombres tiene nuestro pueblo	COMMC0014
YUAES0006320	Chéen ka'ap'éel u k'aaba' in kaajalo'on	Solo dos nombres tiene nuestro pueblo	COMMC0014
YUAES0006321	Chéen ka'ap'éel u k'aaba' a kaajale'ex	Solo dos nombres tiene su pueblo de ustedes	COMMC0014
YUAES0006322	Chéen ka'ap'éel u k'aaba' u kaajalo'ob	Solo dos nombres tiene su pueblo de ellas	COMMC0014
YUAES0006323	Tene' ka'ap'éel u k'aaba' in kaajal	Son dos los nombres de mi pueblo	COMMC0014
YUAES0006324	Teche' ka'ap'éel u k'aaba' a kaajal	Son dos los nombres de tu pueblo	COMMC0014
YUAES0006325	Leti'e' ka'ap'éel u k'aaba' u kaajal	Son dos los nombres de su pueblo	COMMC0014
YUAES0006326	To'one' ka'ap'éel u k'aaba' k kaajal	Son dos los nombres de nuestro pueblo	COMMC0014
YUAES0006327	To'one' ka'ap'éel u k'aaba' in kaajalo'on	Son dos los nombres de nuestro pueblo	COMMC0014
YUAES0006328	Te'exe' ka'ap'éel u k'aaba' a kaajale'ex	Son dos los nombres de su pueblo de ustedes	COMMC0014
YUAES0006329	Leti'obe' ka'ap'éel u k'aaba' u kaajalo'ob	Son dos los nombres de su pueblo de ellos	COMMC0014
YUAES0006330	Ma' ka'ap'éel u k'aaba' in kaajali'	Mi pueblo no tiene dos nombres	COMMC0014
YUAES0006331	Ma' ka'ap'éel u k'aaba' a kaajali'	Tu pueblo no tiene dos nombres	COMMC0014
YUAES0006332	Ma' ka'ap'éel u k'aaba'u kaajali'	Su pueblo no tiene dos nombres	COMMC0014
YUAES0006333	Ma' ka'ap'éel u k'aaba' k kaajali'	Nuestro pueblo no tiene dos nombres	COMMC0014
YUAES0006334	Ma' ka'ap'éel u k'aaba' in kaajalo'oni'	Nuestro pueblo no tiene dos nombres	COMMC0014
YUAES0006335	Ma' ka'ap'éel u k'aaba' a kaajale'exi'	Su pueblo de ustedes no tiene dos nombres	COMMC0014
YUAES0006336	Ma' ka'ap'éel u k'aaba' u kaajalo'obi'	Su pueblo de ellas no tiene dos nombres	COMMC0014
YUAES0006337	Tene' kajakbalen weye'	Yo vivo aquí	COMMC0015
YUAES0006338	Teche' kajakbalech weye'	Tú vives aquí	COMMC0015
YUAES0006339	Leti'e' kajakbal weye'	Él vive aquí	COMMC0015
YUAES0006340	To'one' kajakbalo'on weye'	Nosotros vivimos aquí	COMMC0015
YUAES0006341	Te'exe' kajakbale'ex weye'	Ustedes viven aquí	COMMC0015
YUAES0006342	Leti'obe' kajakbalo'ob weye'	Ellos viven aquí	COMMC0015
YUAES0006343	Tu'ux kajakbalen	Dónde vivo?	COMMC0015
YUAES0006344	Tu'ux kajakbalech	Dónde vives?	COMMC0015
YUAES0006345	Tu'ux kajakbal	Dónde vive él?	COMMC0015
YUAES0006346	Tu'ux kajakbalo'on	Dónde vivimos?	COMMC0015
YUAES0006347	Tu'ux kajakbale'ex	Dónde viven ustedes?	COMMC0015
YUAES0006348	Tu'ux kajakbalo'ob	Dónde viven ellos?	COMMC0015
YUAES0006349	Tene' tu'ux kajabkalen	Yo dónde vivo?	COMMC0015
YUAES0006350	Teche' tu'ux kajakbalech	Tú dónde vives?	COMMC0015
YUAES0006351	Leti'e' tu'ux kajakbal	Él dónde vive?	COMMC0015
YUAES0006352	To'one' tu'ux kajakbalo'on	Nosotros dónde vivimos?	COMMC0015
YUAES0006353	Te'exe' tu'ux kajakbale'ex	Ustedes dónde viven?	COMMC0015
YUAES0006354	Leti'obe' tu'ux kajakbalo'ob	Ellos dónde viven?	COMMC0015
YUAES0006355	Tu'ux kajakbalen teen	Dónde vivo yo?	COMMC0015
YUAES0006356	Tu'ux kajakbalech teech	Dónde vives tú?	COMMC0015
YUAES0006357	Tu'ux kajakbal leti'	Dónde vive él?	COMMC0015
YUAES0006358	Tu'ux kajakbalo'on to'on	Dónde vivimos nosotros?	COMMC0015
YUAES0006359	Tu'ux kajakbale'ex te'ex	Dónde viven ustedes?	COMMC0015
YUAES0006360	Tu'ux kajakbalo'ob leti'ob	Dónde viven ellos?	COMMC0015
YUAES0006361	Te' wáaj kajakbalena'	Aquí vivo?	COMMC0015
YUAES0006362	Te' wáaj kajakbalecha'	Aquí vives?	COMMC0015
YUAES0006363	Te' wáaj kajakbala'	Aquí vive él?	COMMC0015
YUAES0006364	Te' wáaj kajakbalo'ona'	Aquí vivimos?	COMMC0015
YUAES0006365	Te' wáaj kajakbale'exa'	Aquí viven ustedes?	COMMC0015
YUAES0006366	Te' wáaj kajakbalo'oba'	Aquí viven ellos? Aquí viven ellas?	COMMC0015
YUAES0006367	Te' wáaj kajakbalen tena'	Aquí vivo yo?	COMMC0015
YUAES0006368	Te' wáaj kajakbalech techa'	Aquí vives tú?	COMMC0015
YUAES0006369	Te' wáaj kajakbal leti'a'	Aquí vive él?	COMMC0015
YUAES0006370	Te' wáaj kajakbalo'on to'ona'	Aquí vivimos nosotros?	COMMC0015
YUAES0006371	Te' wáaj kajakbale'ex te'exa'	Aquí viven ustedes?	COMMC0015
YUAES0006372	Te' wáaj kajakbalo'ob leti'oba'	Aquí viven ellos? Aquí viven ellas?	COMMC0015
YUAES0006373	Tu'ux túun kajakbalen	Y dónde vivo?	COMMC0015
YUAES0006374	Tu'ux túun kajakbalech	Y dónde vives?	COMMC0015
YUAES0006375	Tu'ux túun kajakbal	Y dónde vive él?	COMMC0015
YUAES0006376	Tu'ux túun kajakbalo'on	Y dónde vivimos?	COMMC0015
YUAES0006377	Tu'ux túun kajakbale'ex	Y dónde viven ustedes?	COMMC0015
YUAES0006378	Tu'ux túun kajakbalo'ob	Y dónde viven ellos?	COMMC0015
YUAES0006379	Tene' tu'ux túun kajakbalen	Entonces yo dónde vivo?	COMMC0015
YUAES0006380	Tu'ux túun kajakbalen teen	Entonces dónde vivo yo?	COMMC0015
YUAES0006381	Tu'ux túun kajakbalech teech	Entonces dónde vives tú?	COMMC0015
YUAES0006382	Tu'ux túun kajakbal leti'	Entonces dónde vive él?	COMMC0015
YUAES0006383	Tu'ux túun kajakbalo'on to'on	Entonces dónde vivimos nosotros?	COMMC0015
YUAES0006384	Tu'ux túun kajakbale'ex te'ex	Entonces dónde viven ustedes?	COMMC0015
YUAES0006385	Tu'ux túun kajakbalo'on leti'ob	Entonces dónde viven ellos?	COMMC0015
YUAES0006386	Kux teen tu'ux kajakbalen	Y yo dónde vivo?	COMMC0015
YUAES0006387	Kux teech tu'ux kajakbalech	Y tú dónde vives?	COMMC0015
YUAES0006388	Kux leti' tu'ux kajakbal	Y él dónde vive?	COMMC0015
YUAES0006389	Kux to'on tu'ux kajakbalo'on	Y nosotros dónde vivimos?	COMMC0015
YUAES0006390	Kux te'ex tu'ux kajakbale'ex	Y ustedes dónde viven?	COMMC0015
YUAES0006391	Kux leti'ob tu'ux kajakbalo'ob	Y ellos dónde viven?	COMMC0015
YUAES0006392	Tene' ti' kajakbalen tu yotoche'	Yo vivo en su casa	COMMC0015
YUAES0006393	Teche' ti' kajakbalech tu yotoche'	Tú vives en su casa	COMMC0015
YUAES0006394	Leti'e' ti' kajakbal tu yotoche'	Él vive en su casa	COMMC0015
YUAES0006395	To'one' ti' kajakbalo'on tu yotoche'	Nosotros vivimos en su casa	COMMC0015
YUAES0006396	Te'exe' ti' kajakbale'ex tu yotoche'	Ustedes viven en su casa	COMMC0015
YUAES0006397	Leti'obe' ti' kajakbalo'ob tu yotoche'	Ellos viven en su casa	COMMC0015
YUAES0006398	Ma' kajakbalen tin wotochi'	No vivo en mi casa	COMMC0015
YUAES0006399	Ma' kajakbalech tin wotochi'	No vives en mi casa	COMMC0015
YUAES0006400	Ma' kajakbal tin wotochi'	No vive en mi casa	COMMC0015
YUAES0006401	Ma' kajakbalo'on tin wotochi'	No vivimos en mi casa	COMMC0015
YUAES0006402	Ma' kajakbalo'ob tin wotochi'	No viven ellos en mi casa	COMMC0015
YUAES0006403	Mix teen kajakbalen ta wotoch	Ni yo vivo en tu casa	COMMC0015
YUAES0006404	Ma' kajakbale'ex tin wotochi'	No viven ustedes en mi casa	COMMC0015
YUAES0006405	Mix teech kajakbalech ta wotoch	Ni tú vives en tu casa	COMMC0015
YUAES0006406	Mix leti' kajakbal ta wotoch	Ni él vive en tu casa	COMMC0015
YUAES0006407	Mix to'on kajakbalo'on ta wotoch	Ni nosotros vivimos en tu casa	COMMC0015
YUAES0006408	Mix te'ex kajakbale'ex ta wotoch	Ni ustedes viven en tu casa	COMMC0015
YUAES0006409	Mix leti'ob kajakbalo'ob ta wotoch	Ni ellos viven en tu casa	COMMC0015
YUAES0006410	Ma' wáaj kajakbalen tu yotochi'	No vivo en su casa?	COMMC0015
YUAES0006411	Ma' wáaj kajakbalech tu yotochi'	No vives en su casa?	COMMC0015
YUAES0006412	Ma' wáaj kajakbal tu yotochi'	Él no vive en su casa?	COMMC0015
YUAES0006413	Ma' wáaj kajakbalo'on tu yotochi'	No vivimos en su casa?	COMMC0015
YUAES0006414	Ma' wáaj kajakbale'ex tu yotochi'	Ustedes no viven en su casa?	COMMC0015
YUAES0006415	Ma' wáaj kajakbalo'ob tu yotochi'	Ellos no viven en su casa?	COMMC0015
YUAES0006416	Mix kajakbalen tin wotochi'	Ni vivo en mi casa	COMMC0015
YUAES0006417	Mix kajakbalech ta wotochi'	Ni vives en tu casa	COMMC0015
YUAES0006418	Mix kajakbal tu yotochi'	Ni vive en su casa	COMMC0015
YUAES0006419	Mix kajakbalo'on t otochi'	Ni vivimos en nuestra casa	COMMC0015
YUAES0006420	Mix kajakbale'ex ta wotoche'exi'	Ni viven ustedes en su casa	COMMC0015
YUAES0006421	Mix kajakbalo'ob tu yotocho'obi'	Ni viven ellos en su casa	COMMC0015
YUAES0006422	Ma' kajakbalen ta wotoche'exi'	No vivo en su casa de ustedes	COMMC0015
YUAES0006423	Ma' kajakbalech ta wotoche'exi'	No vives en su casa de ustedes	COMMC0015
YUAES0006424	Ma' kajakbal ta wotoche'exi'	No vive en su casa de ustedes	COMMC0015
YUAES0006425	Ma' kajakbalo'on ta wotoche'exi'	No vivimos en su casa de ustedes	COMMC0015
YUAES0006426	Ma' kajakbale'ex ta wotoche'exi'	No viven ustedes en su casa (de ustedes)	COMMC0015
YUAES0006427	Ma' kajakbalo'ob ta wotoche'exi'	No viven ellos en su casa de ustedes	COMMC0015
YUAES0006428	Mix tu yotocho'ob kajakbaleni'	Ni vivo en su casa (de ellos)	COMMC0015
YUAES0006429	Mix tu yotocho'ob kajakbalechi'	Ni vives en su casa (de ellos)	COMMC0015
YUAES0006430	Mix tu yotocho'ob kajakbali'	Ni vive en su casa ( de ellos)	COMMC0015
YUAES0006431	Mix tu yotocho'ob kajakbalo'oni'	Ni vivimos en su casa ( de ellos )	COMMC0015
YUAES0006432	Mix tu yotocho'ob kajakbale'exi'	Ni viven ustedes en su casa ( de ellos)	COMMC0015
YUAES0006433	Mix tu yotocho'ob kajakbalo'obi'	Ni ellos viven en su casa (de ellos)	COMMC0015
YUAES0006434	Kajakbalen wáaj ta wéetel	Vivo contigo?	COMMC0015
YUAES0006435	Kajakbalech wáaj tin wéetel	Vives conmigo?	COMMC0015
YUAES0006436	Kajakbal wáaj ta wéetel	Vive él contigo?	COMMC0015
YUAES0006437	Kajakbal wáaj tin wéetel	Él vive conmigo?	COMMC0015
YUAES0006438	Kajakbalo'on wáaj ta wéetel	Vivimos contigo?	COMMC0015
YUAES0006439	Kajakbale'ex wáaj tin wéetel	Viven ustedes conmigo?	COMMC0015
YUAES0006440	Kajakbalo'ob wáaj tin wéetel	Ellos viven conmigo?	COMMC0015
YUAES0006441	Kajakbalo'ob wáaj ta wéetel	Ellos viven contigo?	COMMC0015
YUAES0006442	Máax yéetel kajakbalen	Con quién vivo?	COMMC0015
YUAES0006443	Máax yéetel kajakbalech	Con quién vives?	COMMC0015
YUAES0006444	Máax yéetel kajakbal	Con quién vive él?	COMMC0015
YUAES0006445	Máax yéetel kajakbalo'on	Con quién vivimos?	COMMC0015
YUAES0006446	Máax yéetel kajakbale'ex	Con quién viven ustedes?	COMMC0015
YUAES0006447	Máax yéetel kajakbalo'ob	Con quién viven ellos?	COMMC0015
YUAES0006448	Máax yéetel kajakbalen teen	Con quién vivo yo?	COMMC0015
YUAES0006449	Máax yéetel kajakbalech teech	Con quién vives tú?	COMMC0015
YUAES0006450	Máax yéetel kajakbal leti'	Con quién vive él?	COMMC0015
YUAES0006451	Máax yéetel kajakbalo'on to'on	Con quien vivimos nosotros?	COMMC0015
YUAES0006452	Máax yéetel kajakbale'ex te'ex	Con quién viven ustedes?	COMMC0015
YUAES0006453	Máax yéetel kajakbalo'ob leti'ob	Con quién viven ellos?	COMMC0015
YUAES0006454	Tene' wey kajakbalene'	Yo vivo aquí	COMMC0015
YUAES0006455	Teche' wey kajakabaleche'	Tú vives aquí	COMMC0015
YUAES0006456	Leti'e' wey kajakbale'	Él vive aquí	COMMC0015
YUAES0006457	To'one' wey kajakbalo'one'	Nosotros vivimos aquí	COMMC0015
YUAES0006458	Te'exe' wey kajakbale'exe'	Ustedes viven aquí	COMMC0015
YUAES0006459	Leti'obe' wey kajakbalo'obe'	Ellos viven aquí	COMMC0015
YUAES0006460	Ma' ti' kajakbaleni'	No vivo allí	COMMC0015
YUAES0006461	Ma' ti' kajakbalechi'	No vives allí	COMMC0015
YUAES0006462	Ma' ti' kajakbali'	No vive allí	COMMC0015
YUAES0006463	Ma' ti' kajakbalo'oni'	No vivimos allí	COMMC0015
YUAES0006464	Ma' ti' kajakbale'exi'	No viven allí ustedes	COMMC0015
YUAES0006465	Ma' ti' kajakbalo'obi'	Ellos no viven allí	COMMC0015
YUAES0006466	Tene' ma' ti' kajakbaleni'	Yo no vivo allí	COMMC0015
YUAES0006467	Teche' ma' ti' kajakbalechi'	Tú no vives allí	COMMC0015
YUAES0006468	Leti'e' ma' ti' kajakbali'	Él no vive allí	COMMC0015
YUAES0006469	To'one' ma ti' kajakbalo'oni'	Nosotros no vivimos allí	COMMC0015
YUAES0006470	Te'exe' ma' ti' kajakbale'exi'	Ustedes no viven allí	COMMC0015
YUAES0006471	Leti'obe' ma' ti' kajakbalo'obi'	Ellos no viven allí	COMMC0015
YUAES0006472	Tene' ti' kajakbalen Jo'e'	Yo vivo en Mérida	COMMC0015
YUAES0006473	Teche' ti' kajakbalech Jo'e'	Tú vives en Mérida	COMMC0015
YUAES0006474	Leti'e' ti' kajakbal Jo'e'	Él vive en Mérida	COMMC0015
YUAES0006475	To'one' ti' kajakbalo'on Jo'e'	Nosotros vivimos en Mérida	COMMC0015
YUAES0006476	Te'exe' ti' kajakbale'ex Jo'e'	Ustedes viven en Mérida	COMMC0015
YUAES0006477	Leti'obe' ti' kajakbalo'ob Jo'e'	Ellos viven en Mérida	COMMC0015
YUAES0006478	Ti' kajakbalen Meridae'	Vivo allí en Mérida	COMMC0015
YUAES0006479	Ti' kajakbalech Meridae'	Vives allí en Mérida	COMMC0015
YUAES0006480	Ti' kajakbal Meridae'	Vive allí en Mérida	COMMC0015
YUAES0006481	Ti' kajakbalo'on Meridae'	Vivimos allí en Mérida	COMMC0015
YUAES0006482	Ti' kajakbale'ex Meridae'	Ustedes viven allí en Mérida	COMMC0015
YUAES0006483	Ti' kajakbalo'ob Meridae'	Ellos viven allí en Mérida	COMMC0015
YUAES0006484	Jats'uts wáaj tu'ux kajakbalen	Es bonito donde vivo?	COMMC0015
YUAES0006485	Jats'uts wáaj tu'ux kajakbalech	Es bonito donde vives?	COMMC0015
YUAES0006486	Jats'uts wáaj tu'ux kajakbal	Es bonito donde vive él?	COMMC0015
YUAES0006487	Jats'uts wáaj tu'ux kajakbalo'on	Es bonito donde vivimos?	COMMC0015
YUAES0006488	Jats'uts wáaj tu'ux kajakbale'ex	Es bonito donde viven ustedes?	COMMC0015
YUAES0006489	Jats'uts wáaj tu'ux kajakbalo'ob	Es bonito donde viven ellos?	COMMC0015
YUAES0006490	Tene' jats'uts wáaj tu'ux kajakbalen	Es bonito donde yo vivo?	COMMC0015
YUAES0006491	Teche' jats'uts wáaj tu'ux kajakbalech	Es bonito donde tú vives?	COMMC0015
YUAES0006492	Leti'e' jats'uts wáaj tu'ux kajakbal	Es bonito donde él vive?	COMMC0015
YUAES0006493	To'one' jats'uts wáaj tu'ux kajakbalo'on	Es bonito donde nosotros vivimos?	COMMC0015
YUAES0006494	Te'exe' jats'uts wáaj tu'ux kajakbale'ex	Es bonito donde ustedes viven?	COMMC0015
YUAES0006495	Leti'obe' jats'uts wáaj tu'ux kajakbalo'ob	Es bonito donde ellos viven?	COMMC0015
YUAES0006496	Jats'uts wáaj tu'ux kajakbalen teen	Es bonito donde yo vivo?	COMMC0015
YUAES0006497	Jats'uts wáaj tu'ux kajakbalech teech	Es bonito donde tú vives?	COMMC0015
YUAES0006498	Jats'uts wáaj tu'ux kajakbal leti'	Es bonito donde él vive?	COMMC0015
YUAES0006499	Jats'uts wáaj tu'ux kajakbalo'on to'on	Es bonito donde nosotros vivimos?	COMMC0015
YUAES0006500	Jats'uts wáaj tu'ux kajakbale'ex te'ex	Es bonito donde ustedes viven?	COMMC0015
YUAES0006501	Jats'uts wáaj tu'ux kajakbalo'ob leti'ob	Es bonito donde ellos viven?	COMMC0015
YUAES0006502	Ma' jats'uts tu'ux kajakbaleni'	Donde vivo no es bonito	COMMC0015
YUAES0006503	Ma' jats'uts tu'ux kajakbalechi'	Donde vives no es bonito	COMMC0015
YUAES0006504	Ma' jats'uts tu'ux kajakbali'	Donde él vive no es bonito	COMMC0015
YUAES0006505	Ma' jats'uts tu'ux kajakbalo'oni'	Donde vivimos no es bonito	COMMC0015
YUAES0006506	Ma' jats'uts tu'ux kajakbale'exi'	Donde viven ustedes no es bonito	COMMC0015
YUAES0006507	Ma' jats'uts tu'ux kajakbalo'obi'	Donde viven ellos no es bonito	COMMC0015
YUAES0006508	Mix jats'uts tu'ux kajakbaleni'	Donde vivo ni es bonito	COMMC0015
YUAES0006509	Mix jats'uts tu'ux kajakbalechi'	Donde vives ni es bonito	COMMC0015
YUAES0006510	Mix jats'uts tu'ux kajakbali'	Donde él vive ni es bonito	COMMC0015
YUAES0006511	Mix jats'uts tu'ux kajakbalo'oni'	Donde vivimos ni es bonito	COMMC0015
YUAES0006512	Mix jats'uts tu'ux kajakbale'exi'	Donde viven ustedes ni es bonito	COMMC0015
YUAES0006513	Mix jats'uts tu'ux kajakbalo'obi'	Donde viven ellos ni es bonito	COMMC0015
YUAES0006514	Le tu'ux kajakbaleno' ma' jats'utsi'	Donde vivo no es bonito	COMMC0015
YUAES0006515	Le tu'ux kajakbalecho' ma' jats'utsi'	Donde vives no es bonito	COMMC0015
YUAES0006516	Le tu'ux kajakbalo' ma' jats'utsi'	Donde él vive no es bonito	COMMC0015
YUAES0006517	Le tu'ux kajakbalo'ono' ma' jats'utsi'	Donde vivimos no es bonito	COMMC0015
YUAES0006518	Le tu'ux kajakbale'exo' ma' jats'utsi'	Donde viven ustedes no es bonito	COMMC0015
YUAES0006519	Le tu'ux kajakbalo'obo' ma' jats'utsi'	Donde viven ellos no es bonito	COMMC0015
YUAES0006520	Tene' ma' jats'uts tu'ux kajakbaleni'	Donde yo vivo no es bonito	COMMC0015
YUAES0006521	Teche' ma' jats'uts tu'ux kajakbalechi'	Donde tú vives no es bonito	COMMC0015
YUAES0006522	Leti'e'e ma' jats'uts tu'ux kajakbali'	Donde él vive no es bonito	COMMC0015
YUAES0006523	To'one' ma' jats'uts tu'ux kajakbalo'oni'	Donde nosotros vivimos no es bonito	COMMC0015
YUAES0006524	Te'exe' ma' jats'uts tu'ux kajakbale'exi'	Donde ustedes viven no es bonito	COMMC0015
YUAES0006525	Leti'obe' ma' jats'uts tu'ux kajakbalo'obi'	Donde ellos viven no es bonito	COMMC0015
YUAES0006526	Kux wáaj ma' jats'uts tu'ux kajakbaleni'	Y si donde vivo no es bonito?	COMMC0015
YUAES0006527	Kux wáaj ma' jats'uts tu'ux kajakbalechi'	Y si donde vives no es bonito?	COMMC0015
YUAES0006528	Kux wáaj ma' jats'uts tu'ux kajakbali'	Y si donde vive él no es bonito?	COMMC0015
YUAES0006529	Kux wáaj ma' jats'uts tu'ux kajakbalo'oni'	Y si donde vivimos no es bonito?	COMMC0015
YUAES0006530	Kux wáaj ma' jats'uts tu'ux kajakbale'exi'	Y si donde viven ustedes no es bonito?	COMMC0015
YUAES0006531	Kux wáaj ma' jats'uts tu'ux kajakbalo'obi'	Y si donde viven ellos no es bonito?	COMMC0015
YUAES0006532	Tu'ux in taal	De dónde soy?	COMMC0014
YUAES0006533	Tu'ux a taal	De dónde eres?	COMMC0014
YUAES0006534	Tu'ux u taal	De dónde es él?	COMMC0014
YUAES0006535	Tu'ux k taal	De dónde somos?	COMMC0014
YUAES0006536	Tu'ux in taalo'on	De dónde somos?	COMMC0014
YUAES0006537	Tu'ux a taale'ex	De dónde son ustedes?	COMMC0014
YUAES0006538	Tu'ux u taalo'ob	De dónde son ellos?	COMMC0014
YUAES0006539	Te' in taal tu kaajil Kopomae'	Yo soy del pueblo de Kopomá	COMMC0014
YUAES0006540	Te' a taal tu kaajil Kopomae'	Tú eres del pueblo de Kopomá	COMMC0014
YUAES0006541	Te' u taal tu kaajil Kopomae'	Él es del pueblo de Kopomá	COMMC0014
YUAES0006542	Te' k taal tu kaajil Kopomae'	Nosotros somos del pueblo de Kopomá	COMMC0014
YUAES0006543	Te' a taale'ex tu kaajil Kopomae'	Ustedes son del pueblo de Kopomá	COMMC0014
YUAES0006544	Te' u taalo'ob tu kaajil Kopomae'	Ellos son del pueblo de Kopomá	COMMC0014
YUAES0006545	Kux teen tu'ux in taal	Y yo de dónde soy?	COMMC0014
YUAES0006546	Kux teech tu'ux a taal	Y tú de dónde eres?	COMMC0014
YUAES0006547	Kux leti' tu'ux u taal	Y él de dónde es?	COMMC0014
YUAES0006548	Kux to'on tu'ux k taal	Y nosotros de dónde somos?	COMMC0014
YUAES0006549	Kux to'on tu'ux in taalo'on	Y nosotros de dónde somos?	COMMC0014
YUAES0006550	Kux te'ex tu'ux a taale'ex	Y ustedes de dónde son?	COMMC0014
YUAES0006551	Kux leti'ob tu'ux u taalo'ob	Y ellos de dónde son?	COMMC0014
YUAES0006552	Te' wáaj in taal Jo'e'	Soy de Mérida?	COMMC0014
YUAES0006553	Te' wáaj a taal Jo'e'	Eres de Mérida?	COMMC0014
YUAES0006554	Te' wáaj u taal Jo'e'	Es de Mérida?	COMMC0014
YUAES0006555	Te' wáaj k taal Jo'e'	Somos de Mérida?	COMMC0014
YUAES0006556	Te' wáaj in taalo'on Jo'e'	Somos de Mérida?	COMMC0014
YUAES0006557	Te' wáaj a taale'ex Jo'e'	Ustedes son de Mérida?	COMMC0014
YUAES0006558	Te' wáaj u taalo'ob Jo'e'	Ellos son de Mérida?	COMMC0014
YUAES0006559	Tu'ux in taal ku ya'alik	De dónde dice que soy?	COMMC0014
YUAES0006560	Tu'ux a taal ku ya'alik	De dónde dice que eres?	COMMC0014
YUAES0006561	Tu'ux u taal ku ya'alik	De dónde dice que es él?	COMMC0014
YUAES0006562	Tu'ux k taal ku ya'alik	De dónde dice que somos?	COMMC0014
YUAES0006563	Tu'ux in taalo'on ku ya'alik	De dónde dice que somos?	COMMC0014
YUAES0006564	Tu'ux a taale'ex ku ya'alik	De dónde dice que son ustedes?	COMMC0014
YUAES0006565	Tu'ux u taalo'ob ku ya'alik	De dónde dice que son ellos?	COMMC0014
YUAES0006566	Tene' ti' in taali'	Yo de allí soy	COMMC0014
YUAES0006567	Teche' ti' a taali'	Tú de allí eres	COMMC0014
YUAES0006568	Leti'e' ti' u taali'	Él de allí es	COMMC0014
YUAES0006569	To'one' ti' k taali'	Nosotros de allí somos	COMMC0014
YUAES0006570	To'one' ti' in taalo'oni'	Nosotros de allí somos	COMMC0014
YUAES0006571	Te'exe' ti' a taale'exi'	Ustedes de allí son	COMMC0014
YUAES0006572	Leti'obe' ti' u taalo'obi'	Ellos de allí son	COMMC0014
YUAES0006573	Te' in taal Méridae'	Yo soy de Mérida	COMMC0014
YUAES0006574	Te' a taal Méridae'	Tú eres de Mérida	COMMC0014
YUAES0006575	Te' u taal Méridae'	Él es de Mérida	COMMC0014
YUAES0006576	Te' k taal Méridae'	Nosotros somos de Mérida	COMMC0014
YUAES0006577	Te' in taalo'on Méridae'	Nosotros somos de Mérida	COMMC0014
YUAES0006578	Te' a taale'ex Méridae'	Ustedes son de Mérida	COMMC0014
YUAES0006579	Te' u taalo'ob Méridae'	Ellos son de Mérida	COMMC0014
YUAES0006580	Ma' ti' in taali'	No soy de allá	COMMC0014
YUAES0006581	Ma' ti' a taali'	No eres de allá	COMMC0014
YUAES0006582	Ma' ti' u taali'	No es de allá	COMMC0014
YUAES0006583	Ma' ti' k taali'	No somos de allá	COMMC0014
YUAES0006584	Ma' ti' in taalo'oni'	No somo de allá	COMMC0014
YUAES0006585	Ma' ti' a taale'exi'	No son de allá ustedes	COMMC0014
YUAES0006586	Ma' ti' u taalo'obi'	No son de allá ellos	COMMC0014
YUAES0006587	Mix teen ma' ti' in taali'	Ni yo soy de allá	COMMC0014
YUAES0006588	Mix teech ma' ti' a taali'	Ni tú eres de allá	COMMC0014
YUAES0006589	Mix leti' ma' ti' u taali'	Ni él es de allá	COMMC0014
YUAES0006590	Mix to'on ma' ti' k taali'	Ni nosotros somos de allá	COMMC0014
YUAES0006591	Mix to'on ma' ti' in taalo'oni'	Ni nosotros somos de allá	COMMC0014
YUAES0006592	Mix te'ex ma' ti' a taale'exi'	Ni ustedes son de allá	COMMC0014
YUAES0006593	Mix leti'ob ma' ti u taalo'obi'	Ni ellos son de allá	COMMC0014
YUAES0006594	Ti' wáaj in taali'	Soy de allá?	COMMC0014
YUAES0006595	Ti' wáaj a taali'	Eres de allá?	COMMC0014
YUAES0006596	Ti' wáaj u taali'	Él es de allá?	COMMC0014
